Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
The Kadai Story,Hyderabad,"Nagole, Hyderabad",Multicuisine,500,2.5
Oye Pizza,Hyderabad,"Abids, Hyderabad",Italian,400,3.5
Next Round Bar & Kitchen,Hyderabad,"Nallagandla, Hyderabad","Cocktail Menu, Multicuisine",1500,4.0
Ambalchi Tadka,Hyderabad,"The Altruist Business Hotel - Hitech, Hyderabad",Multicuisine,900,4.0
Utsavam,Hyderabad,iStay Hotels Hitec City Hyderabad,Indian,1000,4.0
Draak Espresso,Hyderabad,"Gachibowli, Hyderabad","European, Bakery, Coffee",500,4.0
Sholay Restaurant,Hyderabad,"Secunderabad, Hyderabad",Multicuisine,700,4.0
Cafe Savora,Hyderabad,"Kukatpally, Hyderabad","Bakery, Beverages",500,4.0
J Brews Cafe,Hyderabad,"Madhapur, Hyderabad",Continental,500,4.0
V.I.B.E Restaurant,Hyderabad,"Madhapur, Hyderabad",Multicuisine,500,4.0
The Fruit Custard - Madhapur,Hyderabad,"Madhapur, Hyderabad","Beverages, Sandwiches",250,4.0
Golkondaa Biryani House,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,600,4.0
Dreams Cafe,Hyderabad,"Gachibowli, Hyderabad","European, Bakery",650,4.0
QUAD Bar & Kitchen,Hyderabad,"Film Nagar, Hyderabad",Multicuisine,1600,3.2
Palanadu Ruchulu,Hyderabad,"Nanakramguda, Hyderabad",South Indian,1000,4.0
Palamuru Grill Uppal,Hyderabad,"Uppal, Hyderabad","Andhra, South Indian",1400,4.0
Yummy Bee Kukatpally,Hyderabad,"Kukatpally, Hyderabad",Cafe,1000,3.7
Baith Al Mandi,Hyderabad,"Secunderabad, Hyderabad","Arabian, Indian",800,4.0
5ves Restaurant,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1000,5.0
Kritunga Restaurant,Hyderabad,"Pragathinagar, Hyderabad",Multicuisine,800,1.0
Chowman,Hyderabad,"Saroor Nagar, Hyderabad","Thai, Chinese",750,4.0
Far East Asia Restaurant,Hyderabad,"Nallagandla, Hyderabad",Multicuisine,400,5.0
Café Click,Hyderabad,"Shamshabad, Hyderabad",Multicuisine,800,4.0
The Bake Factory,Hyderabad,"Nallagandla, Hyderabad",Multicuisine,1000,5.0
Olive Bistro,Hyderabad,"Jubilee Hills, Hyderabad","Mediterranean, European",2500,4.4
Cinnamon,Hyderabad,"Shamshabad, Hyderabad",Multicuisine,800,4.0
Al Ammar Arabian Cafeteria,Hyderabad,"Saroor Nagar, Hyderabad",Arabian,250,4.0
Ohri's Mehfill,Hyderabad,"S D Road, Secunderabad",Indian,1200,3.9
Vaikuntapuram Cafe,Hyderabad,"Kondapur, Hyderabad",South Indian,300,4.0
Express Cafe,Hyderabad,Holiday Inn Express Hyderabad HITEC City,Multicuisine,1175,5.0
The Sirara Cafe,Hyderabad,"Vanasthalipuram, Hyderabad",Italian,500,5.0
Fusion Aromas Multicusine Restaurant,Hyderabad,"Serilingampalle, Hyderabad",Multicuisine,600,5.0
Citrus Cafe,Hyderabad,Lemon Tree Hotel Gachibowli,Multicuisine,1800,3.7
HABIBI JAIL MANDI,Hyderabad,"Manikonda, Hyderabad","Mandi, Arabian",600,3.0
Adhirat Pure Veg,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1000,3.0
Slice of Spice,Hyderabad,"Eastin Hotels, Madhapur","Barbeque, Indian",800,4.0
Nectar Kitchen & Bar,Hyderabad,"Jubilee Hills, Hyderabad","Indian, Kababs, Pan Asian",1200,4.0
Fiore Cafe,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1200,4.0
Jagadamba Junction.,Hyderabad,"Puppalguda, Hyderabad","Biryani, Chinese",600,5.0
Old Mumbai Icecream,Hyderabad,"Gachibowli, Hyderabad",Ice Cream,300,5.0
Nati Ruchi,Hyderabad,"Kukatpally, Hyderabad",South Indian,500,5.0
Burger Reddy,Hyderabad,"Madhapur, Hyderabad",Burgers,350,5.0
Skyline,Hyderabad,"Financial District, Hyderabad",Multicuisine,1600,4.0
Lunico Cafe,Hyderabad,"Kompally, Hyderabad",Cafe,700,4.0
Draak Cafe,Hyderabad,"Nanakramguda, Hyderabad",Cafe,700,4.0
Lunar Loft Cafe and Kitchen,Hyderabad,"B.N Reddy Nagar, Hyderabad","Chinese, Continental",1000,4.0
Hakino's fine baking & Cafe,Hyderabad,"Tellapur, Hyderabad",Continental,400,4.0
Sampradaya Kitchen,Hyderabad,"Patancheruvu, Hyderabad",South Indian,500,4.0
Dakshin Vindu,Hyderabad,"Hafeezpet, Hyderabad",Multicuisine,500,4.0
Hatti Kaapi,Hyderabad,"Miyapur, Hyderabad",Multicuisine,500,4.0
Oak Leaf Rooftop Cafe,Hyderabad,"Sainikpuri, Secunderabad",Multicuisine,400,4.0
D Isthaas Shawarma,Hyderabad,"L B Nagar, Hyderabad",Shawarma,300,4.0
9th Rhythm,Hyderabad,"Hafeezpet, Hyderabad","Chinese, Indian",400,4.0
D' First Cafe,Hyderabad,"Serilingampalle, Hyderabad",Multicuisine,600,4.0
Shannus Kitchen,Hyderabad,"L B Nagar, Hyderabad",Multicuisine,400,4.0
Saga Bistro,Hyderabad,"Madhapur, Hyderabad",Multicuisine,700,2.3
Krema Cafe,Hyderabad,"Lingampally, Hyderabad","European, Italian",1000,4.0
Diablo Cocktail Bar & Kitchen,Hyderabad,"Jubilee Hills, Hyderabad","European, Mediterranean, Asian",2000,3.8
Kalyana Vindhu,Hyderabad,"Kondapur, Hyderabad",Multicuisine,800,4.0
Ala The Terrace Lounge,Hyderabad,"Kompally, Hyderabad",Finger Food,2000,3.8
Mythus Brewpub & Kitchen,Hyderabad,"Narsingi, Hyderabad",Multicuisine,1500,5.0
Marley's Joint,Hyderabad,"Sainikpuri, Secunderabad",Fast Food,700,3.6
Kebab Theatre,Hyderabad,"Lemon Tree Premier, Hyderabad",Indian,1400,4.5
Chef Man F & B,Hyderabad,"Madhapur, Hyderabad","European, Fast Food",250,4.0
Baburao Gari Biryani,Hyderabad,"Kukatpally, Hyderabad",Biryani,300,4.0
Taste of shakes,Hyderabad,"Gachibowli, Hyderabad",Shakes,400,4.0
La Rosetta,Hyderabad,"Shaikpet, Hyderabad","Beverages, Italian",700,4.0
UFO Fries & Corn,Hyderabad,"L B Nagar, Hyderabad",American,300,4.0
Burger's Wharf,Hyderabad,"Kukatpally, Hyderabad",Fast Food,300,4.0
Altair Cafe,Hyderabad,"Madhapur, Hyderabad",Fast Food,500,4.0
La Prezzo - Woodfire Pizza,Hyderabad,"Madhapur, Hyderabad",Italian,300,4.0
ETC - Eat Talk Chill,Hyderabad,"Madhapur, Hyderabad","Chinese, Fast Food",300,4.0
Shi-Tori,Hyderabad,"Madhapur, Hyderabad",Multicuisine,600,4.0
Jedi's waffles,Hyderabad,"Madhapur, Hyderabad","Desserts, Milkshakes",600,4.0
Masala Wok Biryani Restaurant,Hyderabad,"Langer Houz, Hyderabad",Mughlai,300,4.0
Palnadu - South Indian Kitchen,Hyderabad,"Madhapur, Hyderabad",South Indian,500,4.0
Tasty Elements,Hyderabad,"Madhapur, Hyderabad",Indian,500,4.0
Milk Way Shake's,Hyderabad,"Chanda Nagar, Hyderabad","Fast Food, Shakes",250,4.0
Delight Pavillion,Hyderabad,"Madhapur, Hyderabad",Beverages,300,4.0
Raja Vari Kitchen,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,300,4.0
Max Momos,Hyderabad,"Madhapur, Hyderabad",Momos,200,4.0
Fu-King,Hyderabad,"Madhapur, Hyderabad",Chinese,400,4.0
The Shake Studio,Hyderabad,"Kukatpally, Hyderabad","Beverages, Shakes",300,4.0
Eat Monk,Hyderabad,"Madhapur, Hyderabad",European,400,4.0
Monkey's Cafe,Hyderabad,"Kukatpally, Hyderabad",Cafe,300,4.0
Blue Bliss,Hyderabad,"Secunderabad, Hyderabad",Desserts,500,4.0
The Burning Grills - TGB Cafe & Lounge,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,500,4.0
Waffle Studio,Hyderabad,"Kukatpally, Hyderabad",Desserts,300,4.0
Adbutha Aahar - The Authentic Kitchen,Hyderabad,"Madhapur, Hyderabad",Multicuisine,200,4.0
Mubarak Restaurant,Hyderabad,"Secunderabad, Hyderabad","Biryani, Indian",1000,4.0
Yard Bakery,Hyderabad,"Kukatpally, Hyderabad","Bakery, Desserts",650,4.0
Cozmo Cafe & Bistro,Hyderabad,"Kukatpally, Hyderabad",Cafe,400,4.0
Fruit Mantra,Hyderabad,"Madhapur, Hyderabad","Beverages, Fast Food",300,4.0
Tharavadu - Kerala Cuisine,Hyderabad,"Madhapur, Hyderabad","Biryani, Kerala",500,4.0
Snack Time - Little More,Hyderabad,"Madhapur, Hyderabad","Italian, Sandwiches, Salad",500,4.0
Indian Kitchen,Hyderabad,"Madhapur, Hyderabad",North Indian,500,4.0
TNT - Toast & Tiffin,Hyderabad,"Madhapur, Hyderabad",South Indian,500,4.0
Biryani Pichollu,Hyderabad,"Madhapur, Hyderabad","Biryani, South Indian",500,4.0
Kabab Bistro,Hyderabad,"Madhapur, Hyderabad","North Indian, Kababs",500,4.0
Auberry The Bake Shop,Hyderabad,"Manikonda, Hyderabad","Bakery, Cafe",1000,5.0
Fat Pigeon - Bar Hop,Hyderabad,"Road No. 45, Jubilee Hills, Hyderabad",Multicuisine,1600,4.0
M3 Biryanis Restaurant,Hyderabad,"Madeenaguda, Hyderabad",North Indian,900,3.0
Cafe Marka,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1200,5.0
Paul,Hyderabad,"Nexity Tower 10, Hitech city Hyderabad, Hyderabad","Bakery, European",1800,4.0
Bharateeyam - The Indian Cuisine,Hyderabad,"LuLu Mall, Kukatpally",Multicuisine,1200,2.5
Slounge,Hyderabad,"Lemon Tree Premier, Hyderabad",Finger Food,2000,4.0
Kesariya Restaurant,Hyderabad,"Kondapur, Hyderabad",Multicuisine,750,3.7
Ottimo,Hyderabad,"ITC Kohenur, Hyderabad",Italian,3000,4.2
Beyond The Tree,Hyderabad,"Tarnaka, Hyderabad",Continental,600,3.0
La Cupula,Hyderabad,"Nallagandla, Hyderabad",Multicuisine,1000,2.0
Flames & Pots,Hyderabad,"Miyapur, Hyderabad",Indian,400,3.0
Raja Bhojanam - An Authentic Telugu Restaurant,Hyderabad,"Gachibowli, Hyderabad",Indian,1000,3.8
Tara - South Indian kitchen,Hyderabad,"Kondapur, Hyderabad",Multicuisine,1400,3.0
Pakoda Hub,Hyderabad,"Nizampet, Hyderabad",Street Food,500,5.0
Cafe 90's,Hyderabad,"Hafeezpet, Hyderabad",Fast Food,300,5.0
Chings Chinese & Thai,Hyderabad,"Kothapet, Hyderabad","Chinese, Thai",600,5.0
Beats Music Bar,Hyderabad,"Madhapur, Hyderabad",Finger Food,1500,1.0
Takita Takita Kitchen,Hyderabad,"Kompally, Hyderabad",Multicuisine,900,2.0
All Day Cafe,Hyderabad,"Kokapet, Hyderabad",Multicuisine,600,4.0
Taha Cafe,Hyderabad,"Begumpet, Hyderabad",Multicuisine,1300,4.0
DASARA,Hyderabad,"Jubilee Hills, Hyderabad",South Indian,1200,4.0
Shreeshah Kitchen Family Restaurant,Hyderabad,"Kalyan Nagar, Hyderabad, Hyderabad","Biryani, South Indian",600,4.0
Paarma Raama,Hyderabad,"Jubilee Hills, Hyderabad",oriental,1200,4.0
Green Leaf,Hyderabad,"Madhapur, Hyderabad",Multicuisine,400,4.0
Brew Haven Cafe,Hyderabad,"Himayath Nagar, Hyderabad","Beverages, Fast Food",350,4.0
4 Note,Hyderabad,Hyatt Hyderabad Gachibowli,Multicuisine,2500,4.0
Malibu - Cocktail Bar & Kitchen,Hyderabad,"Kompally, Hyderabad",Finger Food,1500,4.4
One Lounge Bar and Kitchen,Hyderabad,"L B Nagar, Hyderabad",Multicuisine,1500,3.0
Alfresco,Hyderabad,"Ibis Hotel, Hyderabad",Multicuisine,1400,2.9
Cafe Lilliput,Hyderabad,"Madhapur, Hyderabad","Cocktail Menu, Multicuisine",1200,3.5
Terrace Pond,Hyderabad,Ricch Hotels,Multicuisine,600,4.0
Dasara,Hyderabad,"Uppal, Hyderabad",Multicuisine,1200,3.2
Deccan Chai Cafe,Hyderabad,"Kukatpally, Hyderabad","Bakery, Cafe",500,4.0
Annapurna Vilas,Hyderabad,"Kompally, Hyderabad",South Indian,600,4.0
Backbenchers Kaffe,Hyderabad,"Shamshabad, Hyderabad",Multicuisine,300,4.0
Sri Ridhz Kitchen,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,400,4.0
Cafe 16,Hyderabad,"Kukatpally, Hyderabad",Cafe,350,4.0
99 Pancakes,Hyderabad,"Saroor Nagar, Hyderabad",Desserts,350,4.0
Captain Panda,Hyderabad,"Secunderabad, Hyderabad","Chinese, Fast Food",400,4.0
Blue moon,Hyderabad,"Kompally, Hyderabad","South Indian, Coffee",350,4.0
Snake Bite,Hyderabad,"Patancheruvu, Hyderabad",Pizza,500,4.0
Moffles,Hyderabad,"Saroor Nagar, Hyderabad",Fast Food,200,4.0
Musicafe,Hyderabad,"Kukatpally, Hyderabad",Cafe,300,4.0
InkoTea,Hyderabad,"Hafeezpet, Hyderabad",Bakery,400,4.0
Base Liberty,Hyderabad,"Shamshabad, Hyderabad","Beverages, Continental",400,4.0
The Fish Revolution,Hyderabad,"Secunderabad, Hyderabad",Multicuisine,400,4.0
Cravehub Cafe,Hyderabad,"Vanasthalipuram, Hyderabad",Fast Food,300,4.0
Roostly Continental,Hyderabad,"Boduppal, Hyderabad",European,300,4.0
MJ Home Bakes,Hyderabad,"Nallagandla, Hyderabad",Bakery,300,4.0
Waffle Castle,Hyderabad,"Nacharam, Hyderabad","Shakes, Desserts",300,4.0
Biggroom,Hyderabad,"Kompally, Hyderabad","Continental, Coffee",350,4.0
Melted Magic,Hyderabad,"Kharmanghat, Hyderabad",Desserts,200,4.0
Maa Radha’s Chats & Bites,Hyderabad,"Kondapur, Hyderabad",Chinese,500,4.0
Burgers Bistro,Hyderabad,"Miyapur, Hyderabad",Cafe,400,4.0
Cafe Tanishi,Hyderabad,"Bachupally, Hyderabad",Cafe,400,4.0
The Snack Park,Hyderabad,"Alwal, Secunderabad",Chinese,300,4.0
Bowls and Brews,Hyderabad,"Miyapur, Hyderabad",Cafe,800,4.0
Few Silly Reasons,Hyderabad,"Miyapur, Hyderabad",Cafe,600,4.0
Teenmaar Restaurant,Hyderabad,"Vanasthalipuram, Hyderabad","Biryani, Chinese",300,4.0
Daddy's Kitchen,Hyderabad,"Kondapur, Hyderabad",North Indian,400,4.0
Adharaho,Hyderabad,"Secunderabad, Hyderabad",Cafe,600,4.0
Cool Buzz,Hyderabad,"Shamshabad, Hyderabad","Beverages, Ice Cream",200,4.0
The Belgian Truffle,Hyderabad,"Nacharam, Hyderabad","Bakery, Cafe",400,4.0
Har Dum Biryani,Hyderabad,"Nizampet, Hyderabad",Biryani,500,4.0
On The Fire,Hyderabad,"Uppal, Hyderabad",Multicuisine,600,4.0
#16 Eatopia,Hyderabad,"Hafeezpet, Hyderabad","Fast Food, Shakes",400,4.0
Hentastic Bites,Hyderabad,"Hafeezpet, Hyderabad","Chinese, Fast Food",300,4.0
Ananthapatnam,Hyderabad,"Kukatpally, Hyderabad",South Indian,400,4.0
Aahar Vilas,Hyderabad,"Hafeezpet, Hyderabad","Fast Food, South Indian",500,4.0
Crackpot,Hyderabad,"Sainikpuri, Secunderabad",Chinese,200,4.0
Big Bites Shawarma & Momos,Hyderabad,"Bachupally, Hyderabad",Fast Food,300,4.0
Kapu's Cafe,Hyderabad,"Saroor Nagar, Hyderabad",Fast Food,200,4.0
U Snacks,Hyderabad,"Bachupally, Hyderabad",Cafe,300,4.0
Sarovar Street,Hyderabad,"Bachupally, Hyderabad",South Indian,400,4.0
Peanuts Bar,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1500,4.5
Cross Breed Clubs Kitchen,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1300,2.4
Peshawar,Hyderabad,"Malakpet, Hyderabad",Multicuisine,600,4.7
The One Cafe,Hyderabad,"Jubilee Hills, Hyderabad",Global Cuisine,1700,4.0
Slounge,Hyderabad,Lemon Tree Hotel Gachibowli,Multicuisine,2200,5.0
A19 Klub & Kitchen,Hyderabad,"Sarath City Capital Mall, Kondapur","Asian, European",2000,1.0
WAREHOUSE.81,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1400,5.0
Yaraa Culinary Cafe,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,600,5.0
Pawwa Everyday Bar + Bites,Hyderabad,"BN Reddy Colony, Hyderabad",Multicuisine,1000,5.0
Chamkeela - The Cocktail House,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,2500,5.0
Dappalam,Hyderabad,"Tellapur, Hyderabad",Multicuisine,1000,1.0
Indian Tiffin Room,Hyderabad,"Madhapur, Hyderabad",South Indian,700,4.0
Sardaar Ji-Flavours of Punjab,Hyderabad,"Gandipet, Hyderabad",North Indian,700,5.0
Pandhem Kodi Pakasala,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,1000,3.8
360 Club & Kitchen,Hyderabad,"Gsm Mall, Madeenaguda",Multicuisine,1000,3.8
Sky Point,Hyderabad,"ITC Kohenur, Hyderabad",Finger Food,2000,4.1
Era Bistro & Global Kitchen,Hyderabad,"Film Nagar, Hyderabad",Multicuisine,1500,4.5
The Falcon Cafe,Hyderabad,"Nirvana Club, Hyderabad",Multicuisine,1500,4.0
Cold Stone Creamery,Hyderabad,"Begumpet, Hyderabad",Ice Cream,700,4.3
Kisscoff Cafe,Hyderabad,"Film Nagar, Hyderabad",European,2000,4.0
Art & Arbor Cafe,Hyderabad,"Secunderabad, Hyderabad",Cafe,1000,5.0
Kuch Bhi,Hyderabad,"Jubilee Hills, Hyderabad",Chinese,1000,4.0
Viroha Cafe,Hyderabad,"Madhapur, Hyderabad",South Indian,200,4.0
House of Prema,Hyderabad,"Jubilee Hills, Hyderabad","Fusion, South Indian",2000,4.0
Bloom Café,Hyderabad,"Bloom Hotel - Jubilee Hills, Hyderabad",Multicuisine,1200,4.0
Tundey Kababi,Hyderabad,"Gachibowli, Hyderabad","Lucknowi, Awadhi",700,4.0
Peacock Bar,Hyderabad,"ITC Kohenur, Hyderabad","Finger Food, Cocktail Menu",2000,4.9
Van lavino Sip & Smash,Hyderabad,"Road No. 46, Jubilee Hills, Hyderabad",Continental,1400,4.0
Gossip Coffee Shop,Hyderabad,"Madhapur, Hyderabad",Beverages,250,5.0
Axone,Hyderabad,"Hitech City, Hyderabad",North Eastern,1500,5.0
Tamak,Hyderabad,"Bloom Hotel, Hyderabad",Multicuisine,1000,4.0
Siri Lit Café,Hyderabad,"Kothapet, Hyderabad",Multicuisine,500,3.3
Quake Arena,Hyderabad,"Kondapur, Hyderabad",Multicuisine,1800,5.0
Colours of Spirit,Hyderabad,"L B Nagar, Hyderabad",Cafe,800,5.0
Cafe Game Theory,Hyderabad,"Kompally, Hyderabad",Multicuisine,800,2.7
Norfest - The Dhaba,Hyderabad,"Himayath Nagar, Hyderabad","Chinese, North Indian",800,1.0
WoodinVille Bistro,Hyderabad,"Gandipet, Hyderabad",Multicuisine,1000,5.0
Queen's Heart,Hyderabad,"L B Nagar, Hyderabad",Cafe,800,5.0
Alehouse - Kondapur,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1600,4.0
Shalimar,Hyderabad,"Zibe Hyderabad by GRT Hotels, Hyderabad",Multicuisine,1500,4.0
Suruchi Biryani House,Hyderabad,"Manikonda, Hyderabad",Multicuisine,700,4.0
Kitchen Room Fine Dine In Restaurant,Hyderabad,"Kondapur, Hyderabad",Multicuisine,800,4.0
Home Of Spice And Rice,Hyderabad,"Gachibowli, Hyderabad","Chinese, Indian",400,4.0
pH - Pulivendula to Hyderabad,Hyderabad,"Madhapur, Hyderabad",South Indian,1200,4.0
The Weekend Cafe,Hyderabad,"Karkhana, Secunderabad","Fast Food, Vegan",700,4.0
Patnam Lo Palle Ruchulu,Hyderabad,"Manikonda, Hyderabad",Multicuisine,1000,1.0
Coastal Flavours,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,400,5.0
Asembli,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,2000,4.0
Big Bucket Biryani,Hyderabad,"Vanasthalipuram, Hyderabad",Biryani,350,1.0
Waltair Coffee,Hyderabad,"Kondapur, Hyderabad",Multicuisine,800,3.5
Fluke Curry - By The Coffee Cup,Hyderabad,"Sainikpuri, Secunderabad",European,400,4.0
Casalicious Restaurant,Hyderabad,"Boduppal, Hyderabad",Multicuisine,600,4.0
Castle of Beauty,Hyderabad,"L B Nagar, Hyderabad",Cafe,800,4.0
Strawberry Multicuisine Restaurant,Hyderabad,"Vanasthalipuram, Hyderabad",Multicuisine,400,4.0
Fairy Tales,Hyderabad,"L B Nagar, Hyderabad",Cafe,800,4.0
Chick Blast,Hyderabad,"Vanasthalipuram, Hyderabad","Chinese, Indian, Continental",700,4.0
Ahoo Telugu Cuisine,Hyderabad,"Gachibowli, Hyderabad",South Indian,1200,3.0
Shri Veda's Multicuisine Family Restaurant,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,500,5.0
Food Fatuation,Hyderabad,"Kothapet, Hyderabad",Multicuisine,400,5.0
Trinca Cafe & Bistro,Hyderabad,"Shankarpally, Hyderabad",Indian,1000,5.0
The Story Cafe,Hyderabad,"Kompally, Hyderabad","Chinese, Continental",500,5.0
Tejas Grand Multi Cuisine Restaurant,Hyderabad,"Kompally, Hyderabad",Multicuisine,800,5.0
Ravioli,Hyderabad,"Jubilee Hills, Hyderabad",Italian,1000,5.0
Charpai Dhaba,Hyderabad,"Kondapur, Hyderabad",North Indian,600,5.0
Milkshake Buffin,Hyderabad,"Uppal, Hyderabad",Milkshakes,400,4.7
Oak By Signature Group,Hyderabad,"Hotel Signature Airport Zone, Hyderabad",Multicuisine,800,4.7
Zafran Mandi,Hyderabad,"Uppal, Hyderabad",Arabian,400,4.6
Aaha Restaurant,Hyderabad,"Malakpet, Hyderabad",Chinese,300,4.0
East & West Kitchen,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,350,5.0
Red Bucket Biryani K.P.H.B,Hyderabad,"Kukatpally, Hyderabad","Chinese, Biryani",500,5.0
Chaayos,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,400,5.0
Samosa Party,Hyderabad,"Hitech City, Hyderabad",Street Food,150,5.0
Raasa Cafe,Hyderabad,"Hitech City, Hyderabad",South Indian,300,5.0
Seasons Restaurant and Bar,Hyderabad,"Kukatpally, Hyderabad","Cocktail Menu, Multicuisine",1500,4.5
Curry leafs,Hyderabad,"Jeedimetla, Hyderabad",Multicuisine,600,4.0
Far East Asia,Hyderabad,"Miyapur, Hyderabad",Multicuisine,400,4.0
Kiik69 Sports Bar,Hyderabad,"Gachibowli, Hyderabad",Finger Food,1500,4.3
Coco Cafe,Hyderabad,"A S Rao Nagar, Secunderabad",Multicuisine,600,4.0
The Gourmet Junction,Hyderabad,"Serilingampalle, Hyderabad","Continental, Desserts",600,4.0
Sordou Pizza & Cake Studio,Hyderabad,"Serilingampalle, Hyderabad","Bakery, Pizza",500,4.0
King's Restaurant,Hyderabad,"Peerzadiguda, Hyderabad",Multicuisine,600,4.0
V Cafe,Hyderabad,"Rajendra Nagar, Hyderabad",North Indian,1000,4.0
Bawarchi Express,Hyderabad,"Banjara Hills, Hyderabad",Multicuisine,400,4.0
Madhuram Kitchen Family Restaurant,Hyderabad,"Boduppal, Hyderabad",Multicuisine,1000,4.0
ABHIRUCHI HOTEL,Hyderabad,"Boduppal, Hyderabad",Multicuisine,600,4.0
Blue Bowl Family Restaurant,Hyderabad,"Uppal, Hyderabad",Multicuisine,900,4.0
World of Tortillas,Hyderabad,"Kokapet, Hyderabad","European, Mexican",600,4.0
Kockersville,Hyderabad,"L B Nagar, Hyderabad","Chinese, Italian",400,4.0
KOTHA RUCHULU Multi-cuisine family restaurant,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,1100,4.0
R Square Arabian Mandi,Hyderabad,"Hastinapuram, Hyderabad","Arabian, Chinese, Indian",400,5.0
Dasara The family restaurant,Hyderabad,"Kukatpally, Hyderabad","North Indian, Chinese",800,5.0
"Forest, Arabian Mandi House",Hyderabad,"Saroor Nagar, Hyderabad",Mandi,500,4.8
Aathidyam,Hyderabad,"Madhapur, Hyderabad",South Indian,600,4.2
The Village House,Hyderabad,"Madhapur, Hyderabad",Multicuisine,850,2.0
Big Bull Club,Hyderabad,"Financial District, Hyderabad",Multicuisine,1800,5.0
Cafe Avail,Hyderabad,"Sainikpuri, Secunderabad","Continental, Chinese",500,3.5
Boiler Room Club & Kitchen,Hyderabad,"Sarath City Capital Mall, Kondapur",Finger Food,3000,3.9
Panchendriya Restaurant,Hyderabad,"Gachibowli, Hyderabad","Biryani, Chinese",700,4.0
Piazza Piazza By Little Italy,Hyderabad,"Hitech City, Hyderabad",Italian,800,4.0
London Waffle co.,Hyderabad,"Madhapur, Hyderabad",Desserts,300,4.0
Fruitea,Hyderabad,"Gachibowli, Hyderabad","Beverages, Fast Food",150,4.0
City Chefs Kitchen,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1200,4.0
Bloom Café,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1200,4.0
Burger Chao,Hyderabad,"Madhapur, Hyderabad","Cafe, Burgers",200,4.0
Emoi,Hyderabad,"Sarath City Capital Mall, Kondapur",Ice Cream,150,4.0
Artisan Cafe & Patisserie,Hyderabad,"Kukatpally, Hyderabad","Desserts, European",1000,4.0
Bloom Café,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1200,4.0
Idly Palace,Hyderabad,"Madhapur, Hyderabad",South Indian,200,4.0
Tutto Bene by Little Italy,Hyderabad,"Hitech City, Hyderabad","Italian, Coffee",1500,4.0
Momo Chao,Hyderabad,"Madhapur, Hyderabad","Chinese, Momos",200,4.0
The Corner Cafe,Hyderabad,"Madhapur, Hyderabad",Continental,500,4.0
Bloom Café,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,1200,4.0
Mulakath Cafe,Hyderabad,"Vanasthalipuram, Hyderabad","Indian, Chinese",400,4.0
Lips N Licks,Hyderabad,"Vanasthalipuram, Hyderabad",Fast Food,350,4.0
Qutub Shahi Kitchens,Hyderabad,"Uppal, Hyderabad",Multicuisine,550,4.0
5 Star Mandi,Hyderabad,"Kharmanghat, Hyderabad","Indian, Arabian",400,4.0
Biryanis & Grill,Hyderabad,"Kompally, Hyderabad",Multicuisine,600,2.0
Grand Santosh Family Dhaba,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,800,5.0
The Bridge,Hyderabad,"Clarks Inn Suites, Hyderabad",Multicuisine,1500,5.0
